TIME,GEO,VEHICLE,UNIT,Value
2006,Slovenia,"Motor coaches, buses and trolley buses",Percentage,11.7
2006,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,29.3
2006,Slovakia,Trains,Percentage,5.9
2006,Slovakia,Passenger cars,Percentage,70.7
2006,Slovakia,"Motor coaches, buses and trolley buses",Percentage,23.3
2006,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2006,Finland,Trains,Percentage,4.8
2006,Finland,Passenger cars,Percentage,84.9
2006,Finland,"Motor coaches, buses and trolley buses",Percentage,10.3
2006,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.6
2006,Sweden,Trains,Percentage,7.7
2006,Sweden,Passenger cars,Percentage,85.4
2006,Sweden,"Motor coaches, buses and trolley buses",Percentage,7
2006,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.7
2006,United Kingdom,Trains,Percentage,6.2
2006,United Kingdom,Passenger cars,Percentage,88.3
2006,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,5.5
2006,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2006,Iceland,Passenger cars,Percentage,88.6
2006,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2006,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2006,Norway,Trains,Percentage,4.6
2006,Norway,Passenger cars,Percentage,88.6
2006,Norway,"Motor coaches, buses and trolley buses",Percentage,6.9
2006,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.1
2006,Switzerland,Trains,Percentage,16.5
2006,Switzerland,Passenger cars,Percentage,77.9
2006,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.6
2006,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.6
2006,North Macedonia,Trains,Percentage,1.8
2006,North Macedonia,Passenger cars,Percentage,80.4
2006,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,17.8
2006,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,46.1
2006,Turkey,Trains,Percentage,2.6
2006,Turkey,Passenger cars,Percentage,53.9
2006,Turkey,"Motor coaches, buses and trolley buses",Percentage,43.4
2007,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.9
2007,European Union - 28 countries,Trains,Percentage,7.1
2007,European Union - 28 countries,Passenger cars,Percentage,83.1
2007,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.8
2007,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.2
2007,Belgium,Trains,Percentage,7.1
2007,Belgium,Passenger cars,Percentage,78.8
2007,Belgium,"Motor coaches, buses and trolley buses",Percentage,14.1
2007,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,26.2
2007,Bulgaria,Trains,Percentage,4.4
2007,Bulgaria,Passenger cars,Percentage,73.8
2007,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,21.8
2007,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.3
2007,Czechia,Trains,Percentage,7.3
2007,Czechia,Passenger cars,Percentage,75.7
2007,Czechia,"Motor coaches, buses and trolley buses",Percentage,17
2007,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2007,Denmark,Trains,Percentage,9.7
2007,Denmark,Passenger cars,Percentage,79.6
2007,Denmark,"Motor coaches, buses and trolley buses",Percentage,10.7
2007,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.3
2007,Germany (until 1990 former territory of the FRG),Trains,Percentage,7.8
2007,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,85.7
2007,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.5
2007,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.8
2007,Estonia,Trains,Percentage,2.1
2007,Estonia,Passenger cars,Percentage,77.2
2007,Estonia,"Motor coaches, buses and trolley buses",Percentage,20.7
2007,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.7
2007,Ireland,Trains,Percentage,3.4
2007,Ireland,Passenger cars,Percentage,82.3
2007,Ireland,"Motor coaches, buses and trolley buses",Percentage,14.2
2007,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.1
2007,Greece,Trains,Percentage,1.6
2007,Greece,Passenger cars,Percentage,79.9
2007,Greece,"Motor coaches, buses and trolley buses",Percentage,18.5
2007,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19
2007,Spain,Trains,Percentage,5
2007,Spain,Passenger cars,Percentage,81
2007,Spain,"Motor coaches, buses and trolley buses",Percentage,14
2007,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2007,France,Trains,Percentage,9.6
2007,France,Passenger cars,Percentage,84.9
2007,France,"Motor coaches, buses and trolley buses",Percentage,5.5
2007,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.1
2007,Croatia,Trains,Percentage,5
2007,Croatia,Passenger cars,Percentage,82.9
2007,Croatia,"Motor coaches, buses and trolley buses",Percentage,12.1
2007,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.4
2007,Italy,Trains,Percentage,6
2007,Italy,Passenger cars,Percentage,81.6
2007,Italy,"Motor coaches, buses and trolley buses",Percentage,12.4
2007,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.7
2007,Cyprus,Passenger cars,Percentage,80.3
2007,Cyprus,"Motor coaches, buses and trolley buses",Percentage,19.7
2007,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.6
2007,Latvia,Trains,Percentage,4.9
2007,Latvia,Passenger cars,Percentage,79.4
2007,Latvia,"Motor coaches, buses and trolley buses",Percentage,15.7
2007,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,9
2007,Lithuania,Trains,Percentage,0.6
2007,Lithuania,Passenger cars,Percentage,91
2007,Lithuania,"Motor coaches, buses and trolley buses",Percentage,8.4
2007,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2007,Luxembourg,Trains,Percentage,4.1
2007,Luxembourg,Passenger cars,Percentage,84.9
2007,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,11.1
2007,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,32.4
2007,Hungary,Trains,Percentage,11
2007,Hungary,Passenger cars,Percentage,67.6
2007,Hungary,"Motor coaches, buses and trolley buses",Percentage,21.5
2007,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.4
2007,Malta,Passenger cars,Percentage,80.6
2007,Malta,"Motor coaches, buses and trolley buses",Percentage,19.4
2007,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.9
2007,Netherlands,Trains,Percentage,9.6
2007,Netherlands,Passenger cars,Percentage,87.1
2007,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.4
2007,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.1
2007,Austria,Trains,Percentage,10
2007,Austria,Passenger cars,Percentage,78.9
2007,Austria,"Motor coaches, buses and trolley buses",Percentage,11.1
2007,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,29.3
2007,Poland,Trains,Percentage,8.5
2007,Poland,Passenger cars,Percentage,70.7
2007,Poland,"Motor coaches, buses and trolley buses",Percentage,20.8
2007,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.6
2007,Portugal,Trains,Percentage,4.1
2007,Portugal,Passenger cars,Percentage,89.4
2007,Portugal,"Motor coaches, buses and trolley buses",Percentage,6.5
2007,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.5
2007,Romania,Trains,Percentage,8.6
2007,Romania,Passenger cars,Percentage,77.5
2007,Romania,"Motor coaches, buses and trolley buses",Percentage,14
2007,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14
2007,Slovenia,Trains,Percentage,2.6
2007,Slovenia,Passenger cars,Percentage,86
2007,Slovenia,"Motor coaches, buses and trolley buses",Percentage,11.4
2007,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,28
2007,Slovakia,Trains,Percentage,6
2007,Slovakia,Passenger cars,Percentage,72
2007,Slovakia,"Motor coaches, buses and trolley buses",Percentage,22
2007,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2007,Finland,Trains,Percentage,5
2007,Finland,Passenger cars,Percentage,84.9
2007,Finland,"Motor coaches, buses and trolley buses",Percentage,10
2007,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.8
2007,Sweden,Trains,Percentage,8
2007,Sweden,Passenger cars,Percentage,85.2
2007,Sweden,"Motor coaches, buses and trolley buses",Percentage,6.8
2007,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.1
2007,United Kingdom,Trains,Percentage,6.6
2007,United Kingdom,Passenger cars,Percentage,87.9
2007,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,5.5
2007,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2007,Iceland,Passenger cars,Percentage,88.6
2007,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2007,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.3
2007,Norway,Trains,Percentage,4.6
2007,Norway,Passenger cars,Percentage,88.7
2007,Norway,"Motor coaches, buses and trolley buses",Percentage,6.7
2007,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.6
2007,Switzerland,Trains,Percentage,17
2007,Switzerland,Passenger cars,Percentage,77.4
2007,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.5
2007,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.2
2007,North Macedonia,Trains,Percentage,2.1
2007,North Macedonia,Passenger cars,Percentage,77.8
2007,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,20.1
2007,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,45.1
2007,Turkey,Trains,Percentage,2.7
2007,Turkey,Passenger cars,Percentage,54.9
2007,Turkey,"Motor coaches, buses and trolley buses",Percentage,42.4
2008,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.1
2008,European Union - 28 countries,Trains,Percentage,7.4
2008,European Union - 28 countries,Passenger cars,Percentage,82.9
2008,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.8
2008,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.4
2008,Belgium,Trains,Percentage,7.5
2008,Belgium,Passenger cars,Percentage,79.6
2008,Belgium,"Motor coaches, buses and trolley buses",Percentage,13
2008,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.9
2008,Bulgaria,Trains,Percentage,4
2008,Bulgaria,Passenger cars,Percentage,75.1
2008,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,20.8
2008,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24
2008,Czechia,Trains,Percentage,7.1
2008,Czechia,Passenger cars,Percentage,76
2008,Czechia,"Motor coaches, buses and trolley buses",Percentage,16.9
2008,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.2
2008,Denmark,Trains,Percentage,9.7
2008,Denmark,Passenger cars,Percentage,79.8
2008,Denmark,"Motor coaches, buses and trolley buses",Percentage,10.5
2008,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.4
2008,Germany (until 1990 former territory of the FRG),Trains,Percentage,8.1
2008,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,85.6
2008,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.3
2008,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.6
2008,Estonia,Trains,Percentage,2.1
2008,Estonia,Passenger cars,Percentage,79.4
2008,Estonia,"Motor coaches, buses and trolley buses",Percentage,18.5
2008,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.7
2008,Ireland,Trains,Percentage,3.3
2008,Ireland,Passenger cars,Percentage,82.3
2008,Ireland,"Motor coaches, buses and trolley buses",Percentage,14.4
2008,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.2
2008,Greece,Trains,Percentage,1.3
2008,Greece,Passenger cars,Percentage,80.8
2008,Greece,"Motor coaches, buses and trolley buses",Percentage,17.9
2008,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.7
2008,Spain,Trains,Percentage,5.5
2008,Spain,Passenger cars,Percentage,80.3
2008,Spain,"Motor coaches, buses and trolley buses",Percentage,14.3
2008,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.8
2008,France,Trains,Percentage,10.1
2008,France,Passenger cars,Percentage,84.2
2008,France,"Motor coaches, buses and trolley buses",Percentage,5.7
2008,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.8
2008,Croatia,Trains,Percentage,5.4
2008,Croatia,Passenger cars,Percentage,82.2
2008,Croatia,"Motor coaches, buses and trolley buses",Percentage,12.5
2008,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.3
2008,Italy,Trains,Percentage,6
2008,Italy,Passenger cars,Percentage,81.7
2008,Italy,"Motor coaches, buses and trolley buses",Percentage,12.4
2008,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.8
2008,Cyprus,Passenger cars,Percentage,81.2
2008,Cyprus,"Motor coaches, buses and trolley buses",Percentage,18.8
2008,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.3
2008,Latvia,Trains,Percentage,5.2
2008,Latvia,Passenger cars,Percentage,78.7
2008,Latvia,"Motor coaches, buses and trolley buses",Percentage,16.1
2008,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,8.8
2008,Lithuania,Trains,Percentage,0.6
2008,Lithuania,Passenger cars,Percentage,91.2
2008,Lithuania,"Motor coaches, buses and trolley buses",Percentage,8.2
2008,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.8
2008,Luxembourg,Trains,Percentage,4.3
2008,Luxembourg,Passenger cars,Percentage,84.2
2008,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,11.4
2008,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,32.5
2008,Hungary,Trains,Percentage,10.4
2008,Hungary,Passenger cars,Percentage,67.5
2008,Hungary,"Motor coaches, buses and trolley buses",Percentage,22.1
2008,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.2
2008,Malta,Passenger cars,Percentage,80.8
2008,Malta,"Motor coaches, buses and trolley buses",Percentage,19.2
2008,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.7
2008,Netherlands,Trains,Percentage,9.2
2008,Netherlands,Passenger cars,Percentage,87.3
2008,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.5
2008,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21.7
2008,Austria,Trains,Percentage,11.1
2008,Austria,Passenger cars,Percentage,78.3
2008,Austria,"Motor coaches, buses and trolley buses",Percentage,10.6
2008,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,28.1
2008,Poland,Trains,Percentage,8.2
2008,Poland,Passenger cars,Percentage,71.9
2008,Poland,"Motor coaches, buses and trolley buses",Percentage,19.9
2008,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.8
2008,Portugal,Trains,Percentage,4.3
2008,Portugal,Passenger cars,Percentage,89.2
2008,Portugal,"Motor coaches, buses and trolley buses",Percentage,6.4
2008,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.8
2008,Romania,Trains,Percentage,7.6
2008,Romania,Passenger cars,Percentage,77.2
2008,Romania,"Motor coaches, buses and trolley buses",Percentage,15.2
2008,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,13.6
2008,Slovenia,Trains,Percentage,2.7
2008,Slovenia,Passenger cars,Percentage,86.4
2008,Slovenia,"Motor coaches, buses and trolley buses",Percentage,10.9
2008,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,27
2008,Slovakia,Trains,Percentage,6.4
2008,Slovakia,Passenger cars,Percentage,73
2008,Slovakia,"Motor coaches, buses and trolley buses",Percentage,20.6
2008,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.5
2008,Finland,Trains,Percentage,5.4
2008,Finland,Passenger cars,Percentage,84.5
2008,Finland,"Motor coaches, buses and trolley buses",Percentage,10.1
2008,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.4
2008,Sweden,Trains,Percentage,8.7
2008,Sweden,Passenger cars,Percentage,84.6
2008,Sweden,"Motor coaches, buses and trolley buses",Percentage,6.7
2008,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.8
2008,United Kingdom,Trains,Percentage,6.9
2008,United Kingdom,Passenger cars,Percentage,87.2
2008,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,5.9
2008,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2008,Iceland,Passenger cars,Percentage,88.6
2008,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2008,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.5
2008,Norway,Trains,Percentage,4.8
2008,Norway,Passenger cars,Percentage,88.5
2008,Norway,"Motor coaches, buses and trolley buses",Percentage,6.7
2008,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.2
2008,Switzerland,Trains,Percentage,17.1
2008,Switzerland,Passenger cars,Percentage,77.8
2008,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.2
2008,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.8
2008,North Macedonia,Trains,Percentage,2.6
2008,North Macedonia,Passenger cars,Percentage,75.2
2008,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,22.1
2008,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,43.7
2008,Turkey,Trains,Percentage,2.4
2008,Turkey,Passenger cars,Percentage,56.3
2008,Turkey,"Motor coaches, buses and trolley buses",Percentage,41.3
2009,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.3
2009,European Union - 28 countries,Trains,Percentage,7.1
2009,European Union - 28 countries,Passenger cars,Percentage,83.7
2009,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.2
2009,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.5
2009,Belgium,Trains,Percentage,7.5
2009,Belgium,Passenger cars,Percentage,79.5
2009,Belgium,"Motor coaches, buses and trolley buses",Percentage,13
2009,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.5
2009,Bulgaria,Trains,Percentage,3.7
2009,Bulgaria,Passenger cars,Percentage,79.5
2009,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,16.8
2009,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,23.8
2009,Czechia,Trains,Percentage,6.8
2009,Czechia,Passenger cars,Percentage,76.2
2009,Czechia,"Motor coaches, buses and trolley buses",Percentage,16.9
2009,Denmark,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.9
2009,Denmark,Trains,Percentage,9.5
2009,Denmark,Passenger cars,Percentage,80.1
2009,Denmark,"Motor coaches, buses and trolley buses",Percentage,10.4
2009,Germany (until 1990 former territory of the FRG),"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14
2009,Germany (until 1990 former territory of the FRG),Trains,Percentage,7.9
2009,Germany (until 1990 former territory of the FRG),Passenger cars,Percentage,86
2009,Germany (until 1990 former territory of the FRG),"Motor coaches, buses and trolley buses",Percentage,6.1
2009,Estonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.4
2009,Estonia,Trains,Percentage,1.9
2009,Estonia,Passenger cars,Percentage,81.6
2009,Estonia,"Motor coaches, buses and trolley buses",Percentage,16.4
2009,Ireland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.9
2009,Ireland,Trains,Percentage,2.8
2009,Ireland,Passenger cars,Percentage,82.1
2009,Ireland,"Motor coaches, buses and trolley buses",Percentage,15
2009,Greece,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.1
2009,Greece,Trains,Percentage,1.2
2009,Greece,Passenger cars,Percentage,81.9
2009,Greece,"Motor coaches, buses and trolley buses",Percentage,16.9
2009,Spain,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.6
2009,Spain,Trains,Percentage,5.4
2009,Spain,Passenger cars,Percentage,81.4
2009,Spain,"Motor coaches, buses and trolley buses",Percentage,13.3
2009,France,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,14.6
2009,France,Trains,Percentage,9.4
2009,France,Passenger cars,Percentage,85.4
2009,France,"Motor coaches, buses and trolley buses",Percentage,5.2
2009,Croatia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.4
2009,Croatia,Trains,Percentage,5.6
2009,Croatia,Passenger cars,Percentage,83.6
2009,Croatia,"Motor coaches, buses and trolley buses",Percentage,10.7
2009,Italy,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.2
2009,Italy,Trains,Percentage,5.5
2009,Italy,Passenger cars,Percentage,82.8
2009,Italy,"Motor coaches, buses and trolley buses",Percentage,11.7
2009,Cyprus,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,17.6
2009,Cyprus,Passenger cars,Percentage,82.4
2009,Cyprus,"Motor coaches, buses and trolley buses",Percentage,17.6
2009,Latvia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,19.8
2009,Latvia,Trains,Percentage,4.7
2009,Latvia,Passenger cars,Percentage,80.2
2009,Latvia,"Motor coaches, buses and trolley buses",Percentage,15.1
2009,Lithuania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,7.7
2009,Lithuania,Trains,Percentage,0.6
2009,Lithuania,Passenger cars,Percentage,92.3
2009,Lithuania,"Motor coaches, buses and trolley buses",Percentage,7.1
2009,Luxembourg,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.7
2009,Luxembourg,Trains,Percentage,4.3
2009,Luxembourg,Passenger cars,Percentage,84.3
2009,Luxembourg,"Motor coaches, buses and trolley buses",Percentage,11.4
2009,Hungary,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,30.9
2009,Hungary,Trains,Percentage,10.2
2009,Hungary,Passenger cars,Percentage,69.1
2009,Hungary,"Motor coaches, buses and trolley buses",Percentage,20.7
2009,Malta,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,18.1
2009,Malta,Passenger cars,Percentage,81.9
2009,Malta,"Motor coaches, buses and trolley buses",Percentage,18.1
2009,Netherlands,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,12.7
2009,Netherlands,Trains,Percentage,9.2
2009,Netherlands,Passenger cars,Percentage,87.3
2009,Netherlands,"Motor coaches, buses and trolley buses",Percentage,3.5
2009,Austria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,21
2009,Austria,Trains,Percentage,11.1
2009,Austria,Passenger cars,Percentage,79
2009,Austria,"Motor coaches, buses and trolley buses",Percentage,10
2009,Poland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,25.3
2009,Poland,Trains,Percentage,7.4
2009,Poland,Passenger cars,Percentage,74.7
2009,Poland,"Motor coaches, buses and trolley buses",Percentage,17.9
2009,Portugal,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,10.6
2009,Portugal,Trains,Percentage,4.4
2009,Portugal,Passenger cars,Percentage,89.4
2009,Portugal,"Motor coaches, buses and trolley buses",Percentage,6.2
2009,Romania,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20
2009,Romania,Trains,Percentage,6.5
2009,Romania,Passenger cars,Percentage,80
2009,Romania,"Motor coaches, buses and trolley buses",Percentage,13.6
2009,Slovenia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,13.3
2009,Slovenia,Trains,Percentage,2.6
2009,Slovenia,Passenger cars,Percentage,86.7
2009,Slovenia,"Motor coaches, buses and trolley buses",Percentage,10.7
2009,Slovakia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.4
2009,Slovakia,Trains,Percentage,6.6
2009,Slovakia,Passenger cars,Percentage,77.6
2009,Slovakia,"Motor coaches, buses and trolley buses",Percentage,15.8
2009,Finland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.1
2009,Finland,Trains,Percentage,5.1
2009,Finland,Passenger cars,Percentage,84.9
2009,Finland,"Motor coaches, buses and trolley buses",Percentage,10
2009,Sweden,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,15.5
2009,Sweden,Trains,Percentage,8.8
2009,Sweden,Passenger cars,Percentage,84.5
2009,Sweden,"Motor coaches, buses and trolley buses",Percentage,6.6
2009,United Kingdom,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,13
2009,United Kingdom,Trains,Percentage,6.9
2009,United Kingdom,Passenger cars,Percentage,87
2009,United Kingdom,"Motor coaches, buses and trolley buses",Percentage,6
2009,Iceland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2009,Iceland,Passenger cars,Percentage,88.6
2009,Iceland,"Motor coaches, buses and trolley buses",Percentage,11.4
2009,Norway,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,11.4
2009,Norway,Trains,Percentage,4.7
2009,Norway,Passenger cars,Percentage,88.6
2009,Norway,"Motor coaches, buses and trolley buses",Percentage,6.7
2009,Switzerland,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,22.5
2009,Switzerland,Trains,Percentage,17.4
2009,Switzerland,Passenger cars,Percentage,77.5
2009,Switzerland,"Motor coaches, buses and trolley buses",Percentage,5.1
2009,North Macedonia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,24.4
2009,North Macedonia,Trains,Percentage,2.8
2009,North Macedonia,Passenger cars,Percentage,75.6
2009,North Macedonia,"Motor coaches, buses and trolley buses",Percentage,21.6
2009,Turkey,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,43.1
2009,Turkey,Trains,Percentage,2.5
2009,Turkey,Passenger cars,Percentage,56.9
2009,Turkey,"Motor coaches, buses and trolley buses",Percentage,40.6
2010,European Union - 28 countries,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,16.5
2010,European Union - 28 countries,Trains,Percentage,7.2
2010,European Union - 28 countries,Passenger cars,Percentage,83.5
2010,European Union - 28 countries,"Motor coaches, buses and trolley buses",Percentage,9.4
2010,Belgium,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20.3
2010,Belgium,Trains,Percentage,7.7
2010,Belgium,Passenger cars,Percentage,79.7
2010,Belgium,"Motor coaches, buses and trolley buses",Percentage,12.7
2010,Bulgaria,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,20
2010,Bulgaria,Trains,Percentage,3.6
2010,Bulgaria,Passenger cars,Percentage,80
2010,Bulgaria,"Motor coaches, buses and trolley buses",Percentage,16.4
2010,Czechia,"Trains, motor coaches, buses and trolley buses - sum of available data",Percentage,27
